,ctx_item_id,arima_orer,seasonal_order,aic,arima_order_p,arima_order_d,arima_order_q,seasonal_order_p,seasonal_order_d,seasonal_order_q,seasonal_order_m
1027,FOODS_3_078,"(3, 1, 0)","(0, 0, 0, 12)",455.6884426765769,3.0,1.0,0.0,0.0,0.0,0.0,12.0
1028,FOODS_3_103,"(0, 1, 0)","(0, 0, 1, 12)",423.5177856353152,0.0,1.0,0.0,0.0,0.0,1.0,12.0
1029,FOODS_3_106,"(3, 0, 0)","(0, 0, 0, 12)",345.22829664730114,3.0,0.0,0.0,0.0,0.0,0.0,12.0
1030,FOODS_3_128,"(1, 1, 0)","(2, 0, 0, 12)",474.3598148534007,1.0,1.0,0.0,2.0,0.0,0.0,12.0
1031,FOODS_3_157,,,,,,,,,,
1032,FOODS_3_162,"(5, 0, 0)","(0, 0, 0, 12)",540.7268712567109,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1033,FOODS_3_170,"(2, 0, 3)","(0, 0, 0, 12)",212.6345790559736,2.0,0.0,3.0,0.0,0.0,0.0,12.0
1034,FOODS_3_177,"(3, 0, 0)","(0, 0, 0, 12)",471.1992555685385,3.0,0.0,0.0,0.0,0.0,0.0,12.0
1035,FOODS_3_190,"(2, 0, 0)","(0, 0, 0, 12)",194.43545725040607,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1036,FOODS_3_195,"(5, 0, 1)","(0, 0, 0, 12)",512.8599020941067,5.0,0.0,1.0,0.0,0.0,0.0,12.0
1037,FOODS_3_239,"(1, 1, 3)","(0, 0, 0, 12)",466.7284671431639,1.0,1.0,3.0,0.0,0.0,0.0,12.0
1038,FOODS_3_280,"(2, 0, 0)","(0, 0, 0, 12)",423.6126052246249,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1039,FOODS_3_283,"(5, 0, 0)","(0, 0, 0, 12)",480.00232285073065,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1040,FOODS_3_312,"(2, 0, 0)","(0, 1, 0, 12)",181.93318892277185,2.0,0.0,0.0,0.0,1.0,0.0,12.0
1041,FOODS_3_420,"(4, 0, 0)","(0, 0, 0, 12)",422.8522443610449,4.0,0.0,0.0,0.0,0.0,0.0,12.0
1042,FOODS_3_536,"(1, 0, 2)","(0, 0, 1, 12)",442.616314465161,1.0,0.0,2.0,0.0,0.0,1.0,12.0
1043,FOODS_3_537,"(2, 0, 0)","(0, 0, 0, 12)",427.423184974421,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1044,FOODS_3_589,"(4, 1, 0)","(0, 0, 0, 12)",295.4552074703412,4.0,1.0,0.0,0.0,0.0,0.0,12.0
1045,FOODS_3_604,,,,,,,,,,
1046,FOODS_3_610,"(0, 1, 2)","(0, 0, 1, 12)",447.66486149242587,0.0,1.0,2.0,0.0,0.0,1.0,12.0
1047,FOODS_3_641,"(0, 1, 0)","(0, 0, 0, 12)",237.5975675641154,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1048,FOODS_3_658,"(1, 1, 0)","(0, 1, 0, 12)",139.87799196443794,1.0,1.0,0.0,0.0,1.0,0.0,12.0
1049,FOODS_3_682,"(3, 0, 0)","(1, 1, 0, 12)",278.3677256652039,3.0,0.0,0.0,1.0,1.0,0.0,12.0
1050,FOODS_3_712,"(3, 1, 0)","(0, 0, 1, 12)",456.8306930027959,3.0,1.0,0.0,0.0,0.0,1.0,12.0
1051,FOODS_3_715,"(3, 1, 1)","(0, 0, 1, 12)",400.9239644204272,3.0,1.0,1.0,0.0,0.0,1.0,12.0
1052,FOODS_3_717,"(0, 0, 3)","(0, 0, 1, 12)",404.131624740879,0.0,0.0,3.0,0.0,0.0,1.0,12.0
1053,FOODS_3_751,"(2, 0, 0)","(0, 0, 0, 12)",244.56995710951043,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1054,FOODS_3_776,"(2, 0, 0)","(0, 0, 0, 12)",231.80211672699534,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1055,FOODS_3_802,"(4, 0, 0)","(1, 0, 0, 12)",440.2746029808342,4.0,0.0,0.0,1.0,0.0,0.0,12.0
1056,HOBBIES_1_006,"(5, 1, 1)","(0, 0, 0, 12)",342.9284175417587,5.0,1.0,1.0,0.0,0.0,0.0,12.0
1057,HOBBIES_1_009,"(0, 1, 0)","(0, 0, 0, 12)",485.0205176540383,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1058,HOBBIES_1_010,"(2, 0, 0)","(0, 0, 0, 12)",408.97154497214024,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1059,HOBBIES_1_044,"(1, 1, 0)","(0, 0, 0, 12)",442.94293239068287,1.0,1.0,0.0,0.0,0.0,0.0,12.0
1060,HOBBIES_1_097,"(4, 1, 1)","(0, 0, 0, 12)",377.7449380796963,4.0,1.0,1.0,0.0,0.0,0.0,12.0
1061,HOBBIES_1_100,"(2, 0, 0)","(0, 0, 0, 12)",427.6470308581386,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1062,HOBBIES_1_153,"(0, 1, 2)","(0, 0, 1, 12)",410.00607708471676,0.0,1.0,2.0,0.0,0.0,1.0,12.0
1063,HOBBIES_1_164,"(5, 0, 0)","(0, 0, 0, 12)",431.6037046113763,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1064,HOBBIES_1_179,"(3, 1, 0)","(0, 0, 0, 12)",332.66860705816913,3.0,1.0,0.0,0.0,0.0,0.0,12.0
1065,HOBBIES_1_195,"(5, 1, 0)","(1, 0, 0, 12)",350.62980644810494,5.0,1.0,0.0,1.0,0.0,0.0,12.0
1066,HOBBIES_1_228,"(1, 0, 2)","(0, 0, 0, 12)",341.4542050745057,1.0,0.0,2.0,0.0,0.0,0.0,12.0
1067,HOBBIES_1_231,"(0, 1, 0)","(0, 0, 1, 12)",334.759647154642,0.0,1.0,0.0,0.0,0.0,1.0,12.0
1068,HOBBIES_1_237,"(5, 0, 0)","(0, 0, 0, 12)",411.45160984141484,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1069,HOBBIES_1_316,"(2, 0, 0)","(0, 0, 0, 12)",403.6088531444768,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1070,HOBBIES_1_355,"(1, 0, 2)","(0, 0, 0, 12)",437.0878465935346,1.0,0.0,2.0,0.0,0.0,0.0,12.0
1071,HOBBIES_1_420,"(2, 0, 0)","(0, 0, 1, 12)",423.9394789625751,2.0,0.0,0.0,0.0,0.0,1.0,12.0
1072,HOBBIES_2_036,"(0, 1, 0)","(0, 0, 0, 12)",456.1158625907932,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1073,HOUSEHOLD_1_011,"(2, 0, 2)","(2, 0, 0, 12)",473.0772431594674,2.0,0.0,2.0,2.0,0.0,0.0,12.0
1074,HOUSEHOLD_1_181,"(4, 0, 0)","(0, 0, 0, 12)",443.9936319193954,4.0,0.0,0.0,0.0,0.0,0.0,12.0
1075,HOUSEHOLD_1_232,"(5, 0, 0)","(0, 0, 0, 12)",353.7539549096455,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1076,HOUSEHOLD_1_248,"(1, 1, 3)","(0, 0, 0, 12)",330.96947201384586,1.0,1.0,3.0,0.0,0.0,0.0,12.0
1077,HOUSEHOLD_1_281,"(4, 0, 0)","(0, 0, 0, 12)",396.38122791127944,4.0,0.0,0.0,0.0,0.0,0.0,12.0
1078,HOUSEHOLD_1_331,"(2, 1, 2)","(0, 0, 0, 12)",414.7266631490582,2.0,1.0,2.0,0.0,0.0,0.0,12.0
1079,HOUSEHOLD_1_336,"(1, 0, 2)","(0, 0, 0, 12)",352.534818964137,1.0,0.0,2.0,0.0,0.0,0.0,12.0
1080,HOUSEHOLD_1_342,"(0, 1, 0)","(0, 0, 0, 12)",154.37901951536332,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1081,HOUSEHOLD_1_346,"(3, 1, 1)","(0, 0, 0, 12)",360.7750897372561,3.0,1.0,1.0,0.0,0.0,0.0,12.0
1082,HOUSEHOLD_1_359,"(1, 0, 2)","(0, 0, 0, 12)",355.3719130411279,1.0,0.0,2.0,0.0,0.0,0.0,12.0
1083,HOUSEHOLD_1_379,"(1, 0, 0)","(1, 0, 0, 12)",435.1700082421987,1.0,0.0,0.0,1.0,0.0,0.0,12.0
1084,HOUSEHOLD_1_393,"(2, 0, 0)","(0, 0, 1, 12)",294.53788741966275,2.0,0.0,0.0,0.0,0.0,1.0,12.0
1085,HOUSEHOLD_1_411,"(1, 1, 0)","(0, 0, 1, 12)",464.8852635693459,1.0,1.0,0.0,0.0,0.0,1.0,12.0
1086,HOUSEHOLD_1_418,"(2, 1, 0)","(0, 0, 0, 12)",449.4165609233858,2.0,1.0,0.0,0.0,0.0,0.0,12.0
1087,HOUSEHOLD_1_449,"(1, 0, 0)","(0, 0, 0, 12)",256.94395018244944,1.0,0.0,0.0,0.0,0.0,0.0,12.0
1088,HOUSEHOLD_1_481,"(5, 0, 0)","(0, 0, 0, 12)",387.76997564570604,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1089,HOUSEHOLD_1_537,"(1, 0, 2)","(0, 0, 0, 12)",408.71197328469833,1.0,0.0,2.0,0.0,0.0,0.0,12.0
1090,HOUSEHOLD_2_070,"(0, 1, 2)","(0, 0, 1, 12)",460.51856257812636,0.0,1.0,2.0,0.0,0.0,1.0,12.0
1091,HOUSEHOLD_2_119,"(0, 1, 1)","(0, 0, 1, 12)",448.12767034106247,0.0,1.0,1.0,0.0,0.0,1.0,12.0
1092,HOUSEHOLD_2_411,"(5, 0, 0)","(0, 0, 0, 12)",478.8005612155651,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1093,HOUSEHOLD_2_437,"(2, 0, 0)","(2, 0, 0, 12)",416.0648650249938,2.0,0.0,0.0,2.0,0.0,0.0,12.0
1094,HOUSEHOLD_2_453,"(5, 0, 0)","(0, 0, 0, 12)",411.384239043548,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1095,HOUSEHOLD_2_513,"(2, 0, 0)","(0, 0, 0, 12)",270.73534252778524,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1096,FOODS_1_088,"(0, 1, 0)","(2, 0, 0, 12)",573.1158045799864,0.0,1.0,0.0,2.0,0.0,0.0,12.0
1097,FOODS_1_185,"(5, 0, 0)","(0, 0, 0, 12)",478.1741626080085,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1098,FOODS_1_213,"(5, 0, 0)","(0, 0, 0, 12)",473.2182293774603,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1099,FOODS_2_002,"(1, 1, 0)","(0, 0, 0, 12)",296.9494532028214,1.0,1.0,0.0,0.0,0.0,0.0,12.0
1100,FOODS_2_024,"(2, 0, 0)","(0, 0, 0, 12)",519.0361313712185,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1101,FOODS_2_079,"(5, 0, 0)","(0, 0, 0, 12)",421.80932940197647,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1102,FOODS_2_124,"(1, 1, 3)","(0, 0, 2, 12)",451.04984262373733,1.0,1.0,3.0,0.0,0.0,2.0,12.0
1103,FOODS_2_134,"(2, 0, 0)","(0, 0, 0, 12)",486.5695723473288,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1104,FOODS_2_177,"(4, 0, 0)","(0, 0, 0, 12)",375.3583699895688,4.0,0.0,0.0,0.0,0.0,0.0,12.0
1105,FOODS_2_182,"(5, 0, 1)","(0, 0, 0, 12)",527.1281388363461,5.0,0.0,1.0,0.0,0.0,0.0,12.0
1106,FOODS_2_210,,,,,,,,,,
1107,FOODS_2_216,"(2, 0, 0)","(0, 0, 0, 12)",417.59458171622293,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1108,FOODS_2_224,"(2, 0, 0)","(0, 0, 0, 12)",455.87634785519066,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1109,FOODS_2_301,"(0, 0, 3)","(0, 0, 0, 12)",197.60898648250722,0.0,0.0,3.0,0.0,0.0,0.0,12.0
1110,FOODS_2_321,"(1, 1, 0)","(0, 0, 0, 12)",423.2269770162997,1.0,1.0,0.0,0.0,0.0,0.0,12.0
1111,FOODS_2_383,"(1, 1, 0)","(0, 0, 0, 12)",235.15236866208798,1.0,1.0,0.0,0.0,0.0,0.0,12.0
1112,FOODS_3_005,"(5, 0, 0)","(0, 0, 0, 12)",449.84098477915234,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1113,FOODS_3_019,"(2, 0, 0)","(0, 0, 0, 12)",486.85085699283576,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1114,FOODS_3_075,"(2, 0, 1)","(0, 0, 0, 12)",266.83939303772627,2.0,0.0,1.0,0.0,0.0,0.0,12.0
1115,FOODS_3_089,"(2, 0, 0)","(0, 0, 0, 12)",533.2090040927646,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1116,FOODS_3_094,"(2, 0, 0)","(0, 0, 0, 12)",292.8528217911346,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1117,FOODS_3_159,"(3, 1, 1)","(1, 0, 0, 12)",347.66593463910914,3.0,1.0,1.0,1.0,0.0,0.0,12.0
1118,FOODS_3_242,"(2, 0, 0)","(0, 0, 1, 12)",414.4840348672512,2.0,0.0,0.0,0.0,0.0,1.0,12.0
1119,FOODS_3_253,"(1, 0, 0)","(1, 1, 0, 12)",168.4033789177226,1.0,0.0,0.0,1.0,1.0,0.0,12.0
1120,FOODS_3_294,"(2, 0, 0)","(0, 0, 0, 12)",525.2358620865715,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1121,FOODS_3_303,"(4, 1, 0)","(0, 0, 2, 12)",427.6127780269972,4.0,1.0,0.0,0.0,0.0,2.0,12.0
1122,FOODS_3_366,,,,,,,,,,
1123,FOODS_3_401,"(1, 0, 2)","(0, 0, 0, 12)",449.5089127340699,1.0,0.0,2.0,0.0,0.0,0.0,12.0
1124,FOODS_3_438,"(0, 1, 0)","(1, 0, 0, 12)",464.2999814146896,0.0,1.0,0.0,1.0,0.0,0.0,12.0
1125,FOODS_3_463,"(1, 0, 0)","(0, 0, 0, 12)",429.2784884778961,1.0,0.0,0.0,0.0,0.0,0.0,12.0
1126,FOODS_3_484,"(0, 1, 0)","(1, 0, 0, 12)",383.9955813811418,0.0,1.0,0.0,1.0,0.0,0.0,12.0
1127,FOODS_3_508,"(4, 0, 0)","(0, 0, 0, 12)",518.0919063116153,4.0,0.0,0.0,0.0,0.0,0.0,12.0
1128,FOODS_3_520,"(4, 0, 0)","(0, 0, 0, 12)",439.03182625400285,4.0,0.0,0.0,0.0,0.0,0.0,12.0
1129,FOODS_3_579,"(0, 1, 0)","(0, 0, 0, 12)",303.9081410063135,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1130,FOODS_3_620,"(1, 0, 0)","(0, 0, 1, 12)",400.5037515792998,1.0,0.0,0.0,0.0,0.0,1.0,12.0
1131,FOODS_3_650,"(1, 0, 2)","(0, 0, 0, 12)",213.25298429199077,1.0,0.0,2.0,0.0,0.0,0.0,12.0
1132,FOODS_3_778,"(2, 0, 0)","(0, 0, 0, 12)",424.0841215295909,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1133,HOBBIES_1_028,"(4, 1, 0)","(0, 0, 0, 12)",415.9378072485876,4.0,1.0,0.0,0.0,0.0,0.0,12.0
1134,HOBBIES_1_037,"(2, 1, 4)","(0, 0, 0, 12)",335.4613256452062,2.0,1.0,4.0,0.0,0.0,0.0,12.0
1135,HOBBIES_1_072,"(2, 0, 0)","(0, 0, 0, 12)",401.7066354601279,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1136,HOBBIES_1_075,"(5, 0, 0)","(0, 0, 0, 12)",395.8673907859881,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1137,HOBBIES_1_123,"(3, 0, 0)","(0, 0, 0, 12)",223.66863119277733,3.0,0.0,0.0,0.0,0.0,0.0,12.0
1138,HOBBIES_1_129,"(2, 0, 2)","(1, 0, 1, 12)",275.84420212795374,2.0,0.0,2.0,1.0,0.0,1.0,12.0
1139,HOBBIES_1_130,"(0, 1, 3)","(0, 0, 0, 12)",435.49397463784635,0.0,1.0,3.0,0.0,0.0,0.0,12.0
1140,HOBBIES_1_133,"(1, 1, 0)","(0, 0, 0, 12)",256.08321105181204,1.0,1.0,0.0,0.0,0.0,0.0,12.0
1141,HOBBIES_1_213,"(3, 0, 3)","(0, 0, 0, 12)",395.61168054978793,3.0,0.0,3.0,0.0,0.0,0.0,12.0
1142,HOBBIES_1_260,"(1, 1, 0)","(0, 0, 0, 12)",249.88195391393236,1.0,1.0,0.0,0.0,0.0,0.0,12.0
1143,HOBBIES_1_270,"(5, 0, 0)","(0, 0, 0, 12)",291.15439523933696,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1144,HOBBIES_1_276,"(5, 0, 0)","(0, 0, 1, 12)",406.9248099439513,5.0,0.0,0.0,0.0,0.0,1.0,12.0
1145,HOBBIES_1_296,"(0, 1, 4)","(0, 0, 0, 12)",348.33188339653003,0.0,1.0,4.0,0.0,0.0,0.0,12.0
1146,HOBBIES_1_351,"(2, 0, 0)","(0, 0, 1, 12)",403.820879658322,2.0,0.0,0.0,0.0,0.0,1.0,12.0
1147,HOBBIES_1_372,"(5, 0, 0)","(0, 0, 0, 12)",450.0858972680321,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1148,HOUSEHOLD_1_024,"(3, 0, 1)","(0, 0, 1, 12)",240.7574287097662,3.0,0.0,1.0,0.0,0.0,1.0,12.0
1149,HOUSEHOLD_1_070,"(0, 1, 0)","(0, 0, 0, 12)",377.22205707622606,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1150,HOUSEHOLD_1_091,"(4, 1, 0)","(0, 0, 0, 12)",405.7626946613945,4.0,1.0,0.0,0.0,0.0,0.0,12.0
1151,HOUSEHOLD_1_113,"(2, 0, 0)","(1, 1, 0, 12)",207.44165433371745,2.0,0.0,0.0,1.0,1.0,0.0,12.0
1152,HOUSEHOLD_1_127,"(1, 0, 2)","(0, 0, 2, 12)",408.90143831924036,1.0,0.0,2.0,0.0,0.0,2.0,12.0
1153,HOUSEHOLD_1_141,"(0, 1, 0)","(0, 0, 0, 12)",445.4825889572774,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1154,HOUSEHOLD_1_155,"(5, 0, 2)","(0, 0, 0, 12)",327.4652944883693,5.0,0.0,2.0,0.0,0.0,0.0,12.0
1155,HOUSEHOLD_1_158,"(3, 1, 0)","(0, 0, 0, 12)",305.1296190678345,3.0,1.0,0.0,0.0,0.0,0.0,12.0
1156,HOUSEHOLD_1_203,"(1, 0, 2)","(0, 0, 0, 12)",477.3946890173152,1.0,0.0,2.0,0.0,0.0,0.0,12.0
1157,HOUSEHOLD_1_212,"(1, 1, 0)","(0, 0, 0, 12)",420.6205900342165,1.0,1.0,0.0,0.0,0.0,0.0,12.0
1158,HOUSEHOLD_1_215,"(2, 0, 0)","(0, 0, 0, 12)",422.3454469316419,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1159,HOUSEHOLD_1_230,"(0, 1, 1)","(0, 0, 1, 12)",383.6668647803635,0.0,1.0,1.0,0.0,0.0,1.0,12.0
1160,HOUSEHOLD_1_288,"(2, 0, 0)","(0, 0, 1, 12)",321.74406796898876,2.0,0.0,0.0,0.0,0.0,1.0,12.0
1161,HOUSEHOLD_1_299,"(3, 0, 1)","(0, 1, 0, 12)",173.78462757838113,3.0,0.0,1.0,0.0,1.0,0.0,12.0
1162,HOUSEHOLD_1_365,"(1, 0, 0)","(0, 0, 0, 12)",394.7954268726397,1.0,0.0,0.0,0.0,0.0,0.0,12.0
1163,HOUSEHOLD_1_442,"(0, 1, 0)","(0, 0, 0, 12)",134.00478598865308,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1164,HOUSEHOLD_2_036,"(1, 1, 2)","(0, 0, 1, 12)",369.8915000008203,1.0,1.0,2.0,0.0,0.0,1.0,12.0
1165,HOUSEHOLD_2_061,"(1, 0, 3)","(0, 0, 0, 12)",250.49503077941648,1.0,0.0,3.0,0.0,0.0,0.0,12.0
1166,HOUSEHOLD_2_084,"(0, 1, 1)","(0, 0, 1, 12)",419.61988005672464,0.0,1.0,1.0,0.0,0.0,1.0,12.0
1167,HOUSEHOLD_2_145,"(1, 0, 2)","(0, 0, 2, 12)",405.82779534520154,1.0,0.0,2.0,0.0,0.0,2.0,12.0
1168,HOUSEHOLD_2_153,,,,,,,,,,
1169,HOUSEHOLD_2_199,"(5, 0, 0)","(0, 0, 0, 12)",365.23594160064647,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1170,HOUSEHOLD_2_201,"(2, 0, 0)","(0, 0, 0, 12)",421.113570129476,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1171,HOUSEHOLD_2_219,"(2, 0, 0)","(1, 0, 1, 12)",436.37891094558387,2.0,0.0,0.0,1.0,0.0,1.0,12.0
1172,HOUSEHOLD_2_237,"(3, 1, 0)","(0, 0, 0, 12)",340.0403362749944,3.0,1.0,0.0,0.0,0.0,0.0,12.0
1173,HOUSEHOLD_2_336,"(1, 1, 0)","(2, 0, 0, 12)",469.75860413858186,1.0,1.0,0.0,2.0,0.0,0.0,12.0
1174,HOUSEHOLD_2_346,"(2, 0, 1)","(0, 0, 0, 12)",292.5289171708904,2.0,0.0,1.0,0.0,0.0,0.0,12.0
1175,HOUSEHOLD_2_350,"(0, 1, 4)","(0, 0, 0, 12)",430.6261279799723,0.0,1.0,4.0,0.0,0.0,0.0,12.0
1176,HOUSEHOLD_2_375,"(3, 0, 1)","(0, 0, 2, 12)",427.4383883486169,3.0,0.0,1.0,0.0,0.0,2.0,12.0
1177,HOUSEHOLD_2_395,"(2, 0, 2)","(1, 0, 1, 12)",385.0533507650235,2.0,0.0,2.0,1.0,0.0,1.0,12.0
1178,HOUSEHOLD_2_410,"(4, 0, 0)","(0, 0, 0, 12)",462.56549497127844,4.0,0.0,0.0,0.0,0.0,0.0,12.0
1179,HOUSEHOLD_2_467,"(5, 0, 0)","(0, 0, 0, 12)",310.57297535358066,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1180,HOUSEHOLD_2_509,"(1, 1, 1)","(0, 0, 1, 12)",411.35070942204896,1.0,1.0,1.0,0.0,0.0,1.0,12.0
1181,HOUSEHOLD_2_510,"(3, 0, 1)","(0, 0, 0, 12)",409.7999552185937,3.0,0.0,1.0,0.0,0.0,0.0,12.0
1182,FOODS_1_168,"(5, 0, 1)","(0, 0, 0, 12)",431.69992233529774,5.0,0.0,1.0,0.0,0.0,0.0,12.0
1183,FOODS_1_174,"(5, 0, 0)","(1, 0, 1, 12)",488.09634896540075,5.0,0.0,0.0,1.0,0.0,1.0,12.0
1184,FOODS_2_012,"(2, 1, 2)","(1, 0, 1, 12)",455.8601756938295,2.0,1.0,2.0,1.0,0.0,1.0,12.0
1185,FOODS_2_038,"(5, 0, 0)","(0, 0, 0, 12)",414.0723537926173,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1186,FOODS_2_093,"(4, 1, 0)","(2, 0, 0, 12)",454.08734212610835,4.0,1.0,0.0,2.0,0.0,0.0,12.0
1187,FOODS_2_106,"(0, 1, 0)","(0, 0, 0, 12)",297.8177669500287,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1188,FOODS_2_151,"(1, 0, 0)","(2, 0, 0, 12)",312.23762119952016,1.0,0.0,0.0,2.0,0.0,0.0,12.0
1189,FOODS_2_180,"(2, 0, 0)","(1, 0, 0, 12)",267.353234968079,2.0,0.0,0.0,1.0,0.0,0.0,12.0
1190,FOODS_2_191,,,,,,,,,,
1191,FOODS_2_205,"(5, 0, 0)","(0, 0, 0, 12)",337.3494922599179,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1192,FOODS_2_218,"(2, 0, 0)","(0, 0, 0, 12)",434.0745780689542,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1193,FOODS_2_245,"(2, 0, 0)","(0, 0, 0, 12)",445.63767584103675,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1194,FOODS_2_278,,,,,,,,,,
1195,FOODS_2_286,"(1, 0, 0)","(0, 1, 0, 12)",78.36261712529443,1.0,0.0,0.0,0.0,1.0,0.0,12.0
1196,FOODS_2_291,"(5, 0, 1)","(0, 0, 0, 12)",475.5798502199275,5.0,0.0,1.0,0.0,0.0,0.0,12.0
1197,FOODS_3_010,"(0, 1, 0)","(0, 0, 0, 12)",218.80886196793497,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1198,FOODS_3_061,"(1, 0, 2)","(1, 0, 0, 12)",250.56609637509413,1.0,0.0,2.0,1.0,0.0,0.0,12.0
1199,FOODS_3_095,"(3, 0, 0)","(1, 0, 0, 12)",502.040057501386,3.0,0.0,0.0,1.0,0.0,0.0,12.0
1200,FOODS_3_104,"(5, 0, 1)","(0, 0, 0, 12)",368.37877735775123,5.0,0.0,1.0,0.0,0.0,0.0,12.0
1201,FOODS_3_155,"(1, 0, 3)","(0, 0, 0, 12)",501.73793668534864,1.0,0.0,3.0,0.0,0.0,0.0,12.0
1202,FOODS_3_209,,,,,,,,,,
1203,FOODS_3_211,"(5, 0, 0)","(1, 0, 0, 12)",548.6429401837448,5.0,0.0,0.0,1.0,0.0,0.0,12.0
1204,FOODS_3_218,"(1, 1, 2)","(1, 0, 0, 12)",151.31813596748884,1.0,1.0,2.0,1.0,0.0,0.0,12.0
1205,FOODS_3_395,"(0, 1, 0)","(0, 0, 0, 12)",391.26056589213147,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1206,FOODS_3_475,"(2, 0, 0)","(2, 0, 0, 12)",538.9558100356228,2.0,0.0,0.0,2.0,0.0,0.0,12.0
1207,FOODS_3_506,"(0, 1, 0)","(0, 0, 0, 12)",416.51757283957477,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1208,FOODS_3_573,"(2, 0, 0)","(0, 0, 0, 12)",383.06447383154836,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1209,FOODS_3_622,"(0, 1, 0)","(0, 0, 0, 12)",393.8256374675531,0.0,1.0,0.0,0.0,0.0,0.0,12.0
1210,FOODS_3_630,"(3, 1, 1)","(0, 0, 0, 12)",431.55584343324824,3.0,1.0,1.0,0.0,0.0,0.0,12.0
1211,FOODS_3_644,"(3, 1, 0)","(0, 0, 0, 12)",578.3713840813467,3.0,1.0,0.0,0.0,0.0,0.0,12.0
1212,FOODS_3_651,"(5, 0, 0)","(0, 0, 0, 12)",460.7514896500727,5.0,0.0,0.0,0.0,0.0,0.0,12.0
1213,FOODS_3_670,"(1, 0, 2)","(0, 0, 0, 12)",394.6385989377504,1.0,0.0,2.0,0.0,0.0,0.0,12.0
1214,FOODS_3_729,"(2, 0, 0)","(0, 0, 0, 12)",443.6811078580074,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1215,HOBBIES_1_005,"(5, 0, 0)","(2, 0, 0, 12)",430.0446655462213,5.0,0.0,0.0,2.0,0.0,0.0,12.0
1216,HOBBIES_1_034,"(2, 0, 0)","(0, 0, 0, 12)",428.7814780200684,2.0,0.0,0.0,0.0,0.0,0.0,12.0
1217,HOBBIES_1_050,"(2, 0, 3)","(0, 0, 0, 12)",431.32711037419256,2.0,0.0,3.0,0.0,0.0,0.0,12.0
1218,HOBBIES_1_090,,,,,,,,,,
1219,HOBBIES_1_173,"(4, 0, 2)","(0, 0, 0, 12)",268.83816898176576,4.0,0.0,2.0,0.0,0.0,0.0,12.0
1220,HOBBIES_1_193,"(2, 0, 2)","(0, 0, 0, 12)",395.6741437536261,2.0,0.0,2.0,0.0,0.0,0.0,12.0
